"Destination","Area code","Calls","Client minutes","Sell rate","Income","Currency","Period"
"MEXICO CELLULAR TELCEL","52443242",14,14,0.0023,0.03222,"EUR","10/02/19 10/09/19"
"MEXICO CELLULAR TELCEL","52443243",9,9,0.0023,0.02072,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443244",11,11,0.0023,0.02532,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443245",5,5,0.0023,0.0115,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443246",8,8,0.0023,0.01841,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443257",7,7,0.0023,0.01611,"EUR","10/04/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443258",7,7,0.0023,0.01609,"EUR","10/01/19 10/07/19"
"MEXICO CELLULAR TELCEL","52443259",17,18,0.0023,0.0414,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443260",11,11,0.0023,0.02532,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443261",8,8,0.0023,0.0184,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443264",12,12,0.0023,0.02761,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443265",7,7,0.0023,0.0161,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52443266",17,17,0.0023,0.03912,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443271",17,17,0.0023,0.03914,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443272",6,6,0.0023,0.01382,"EUR","10/03/19 10/07/19"
"MEXICO CELLULAR TELCEL","52443273",13,15,0.0023,0.03454,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443285",12,12,0.0023,0.0276,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443286",8,8,0.0023,0.01841,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443300",9,9,0.0023,0.02071,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443301",21,28,0.0023,0.06442,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443302",18,18,0.0023,0.04142,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443306",6,6,0.0023,0.0138,"EUR","10/05/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443318",9,9,0.0023,0.02071,"EUR","10/04/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443325",11,13,0.0023,0.0299,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443328",16,16,0.0023,0.03681,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443330",13,13,0.0023,0.02994,"EUR","10/03/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443335",9,9,0.0023,0.02071,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443336",15,15,0.0023,0.03454,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443337",5,5,0.0023,0.01151,"EUR","10/04/19 10/09/19"
"MEXICO CELLULAR TELCEL","52443338",6,6,0.0023,0.0138,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443342",5,5,0.0023,0.0115,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443345",12,12,0.0023,0.02761,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443348",14,14,0.0023,0.03222,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443349",3,3,0.0023,0.0069,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443351",11,11,0.0023,0.02533,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443354",12,12,0.0023,0.02761,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443355",3,3,0.0023,0.0069,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443358",17,17,0.0023,0.03909,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","5244336",126,141,0.0023,0.32447,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443370",15,15,0.0023,0.03455,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443371",4,5,0.0023,0.0115,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443372",7,7,0.0023,0.01609,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443376",7,7,0.0023,0.01609,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443377",7,7,0.0023,0.0161,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443378",5,5,0.0023,0.0115,"EUR","10/05/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443379",8,8,0.0023,0.0184,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443380",14,14,0.0023,0.0322,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443383",12,12,0.0023,0.02762,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443385",6,6,0.0023,0.01381,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443386",8,8,0.0023,0.01841,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443388",10,10,0.0023,0.02301,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443389",12,12,0.0023,0.02762,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443390",7,7,0.0023,0.01611,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443392",6,6,0.0023,0.0138,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443393",6,6,0.0023,0.01381,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443394",11,11,0.0023,0.02531,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443395",12,12,0.0023,0.02763,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443396",5,5,0.0023,0.0115,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443397",2,2,0.0023,0.0046,"EUR","10/01/19 10/03/19"
"MEXICO CELLULAR TELCEL","52443399",14,14,0.0023,0.0322,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443400",6,6,0.0023,0.01382,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443401",10,10,0.0023,0.023,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443402",16,16,0.0023,0.03683,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443403",12,12,0.0023,0.02761,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443404",10,10,0.0023,0.02302,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443405",10,10,0.0023,0.02301,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443406",10,10,0.0023,0.02301,"EUR","10/02/19 10/09/19"
"MEXICO CELLULAR TELCEL","52443408",13,13,0.0023,0.02991,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443409",9,9,0.0023,0.02071,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52443410",14,15,0.0023,0.03452,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443411",8,8,0.0023,0.01841,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443412",12,12,0.0023,0.02759,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443414",7,7,0.0023,0.0161,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443415",3,3,0.0023,0.00691,"EUR","10/02/19 10/06/19"
"MEXICO CELLULAR TELCEL","52443418",16,16,0.0023,0.03682,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443437",4,4,0.0023,0.00919,"EUR","10/01/19 10/06/19"
"MEXICO CELLULAR TELCEL","52443438",5,5,0.0023,0.01149,"EUR","10/01/19 10/06/19"
"MEXICO CELLULAR TELCEL","52443439",5,5,0.0023,0.01151,"EUR","10/02/19 10/08/19"
"MEXICO CELLULAR TELCEL","52443451",13,13,0.0023,0.02992,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443459",3,3,0.0023,0.0069,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443460",9,9,0.0023,0.02072,"EUR","10/01/19 10/07/19"
"MEXICO CELLULAR TELCEL","52443461",11,11,0.0023,0.02531,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443462",12,12,0.0023,0.02759,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443463",3,3,0.0023,0.0069,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443464",12,12,0.0023,0.02759,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443465",4,4,0.0023,0.0092,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52443466",1,1,0.0023,0.0023,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","52443468",10,10,0.0023,0.023,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443469",5,5,0.0023,0.0115,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443470",3,3,0.0023,0.0069,"EUR","10/04/19 10/07/19"
"MEXICO CELLULAR TELCEL","52443471",18,18,0.0023,0.04142,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443473",9,9,0.0023,0.02072,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443474",11,11,0.0023,0.02531,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443475",9,9,0.0023,0.02071,"EUR","10/02/19 10/06/19"
"MEXICO CELLULAR TELCEL","52443476",10,10,0.0023,0.023,"EUR","10/01/19 10/09/19"
"MEXICO CELLULAR TELCEL","52443477",6,6,0.0023,0.0138,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443479",11,11,0.0023,0.02532,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443480",9,9,0.0023,0.02071,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52443481",17,17,0.0023,0.03912,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443482",15,15,0.0023,0.03451,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443483",8,8,0.0023,0.01841,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443484",12,12,0.0023,0.02761,"EUR","10/02/19 10/11/19"
"MEXICO CELLULAR TELCEL","52443485",13,13,0.0023,0.02992,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443486",13,13,0.0023,0.02991,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443487",8,8,0.0023,0.01841,"EUR","10/05/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443489",14,14,0.0023,0.03219,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443490",4,4,0.0023,0.0092,"EUR","10/05/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443491",17,23,0.0023,0.0529,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443492",14,14,0.0023,0.03223,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443607",3,3,0.0023,0.0069,"EUR","10/01/19 10/06/19"
"MEXICO CELLULAR TELCEL","52443681",12,12,0.0023,0.02758,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443682",8,8,0.0023,0.01841,"EUR","10/02/19 10/11/19"
"MEXICO CELLULAR TELCEL","52443683",15,15,0.0023,0.03451,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443684",16,16,0.0023,0.03681,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443685",11,11,0.0023,0.0253,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443686",17,17,0.0023,0.03914,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443687",6,6,0.0023,0.01381,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443691",17,17,0.0023,0.03913,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443692",7,7,0.0023,0.01611,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443693",22,22,0.0023,0.05064,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443694",26,26,0.0023,0.05982,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443695",15,15,0.0023,0.03451,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443696",11,11,0.0023,0.02531,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443697",7,7,0.0023,0.0161,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443698",2,2,0.0023,0.0046,"EUR","10/09/19 10/11/19"
"MEXICO CELLULAR TELCEL","52443722",16,16,0.0023,0.0368,"EUR","10/11/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443723",22,22,0.0023,0.05066,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443724",7,7,0.0023,0.01611,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443725",8,8,0.0023,0.01839,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","52443726",10,10,0.0023,0.02298,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443727",13,13,0.0023,0.02992,"EUR","10/04/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443728",17,17,0.0023,0.03909,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443729",16,16,0.0023,0.03683,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443730",20,20,0.0023,0.04603,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52443731",31,31,0.0023,0.07135,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52443732",13,13,0.0023,0.02992,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52443733",15,15,0.0023,0.03451,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52443734",30,30,0.0023,0.06905,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444105",10,14,0.0023,0.0322,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444110",8,9,0.0023,0.02071,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444111",16,16,0.0023,0.03684,"EUR","10/05/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444113",16,16,0.0023,0.03679,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444119",9,9,0.0023,0.02071,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR TELCEL","52444121",13,13,0.0023,0.02992,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444122",12,12,0.0023,0.0276,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444125",21,21,0.0023,0.04833,"EUR","10/04/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444126",7,7,0.0023,0.01609,"EUR","10/03/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444130",12,17,0.0023,0.03911,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444131",17,17,0.0023,0.03911,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444133",19,20,0.0023,0.04604,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444134",10,10,0.0023,0.02301,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444135",7,7,0.0023,0.0161,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444136",5,5,0.0023,0.01151,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444140",17,24,0.0023,0.05522,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444141",12,13,0.0023,0.02988,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444142",12,12,0.0023,0.02761,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444165",17,17,0.0023,0.0391,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444169",8,8,0.0023,0.01839,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444170",10,10,0.0023,0.02301,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444171",7,7,0.0023,0.01611,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444173",7,7,0.0023,0.01609,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444174",11,13,0.0023,0.02989,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444175",7,7,0.0023,0.01611,"EUR","10/04/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444176",13,13,0.0023,0.02992,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444177",10,12,0.0023,0.0276,"EUR","10/01/19 10/09/19"
"MEXICO CELLULAR TELCEL","52444178",7,8,0.0023,0.01841,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444179",5,5,0.0023,0.0115,"EUR","10/02/19 10/09/19"
"MEXICO CELLULAR TELCEL","52444183",13,13,0.0023,0.02991,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444184",12,17,0.0023,0.03911,"EUR","10/04/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444188",8,8,0.0023,0.01841,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444189",13,13,0.0023,0.02993,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52444190",11,11,0.0023,0.0253,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444191",11,11,0.0023,0.02529,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444192",17,17,0.0023,0.03911,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444193",16,16,0.0023,0.03682,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444194",3,3,0.0023,0.00691,"EUR","10/04/19 10/06/19"
"MEXICO CELLULAR TELCEL","52444195",9,9,0.0023,0.02069,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444196",7,7,0.0023,0.0161,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444200",18,18,0.0023,0.04142,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444201",4,4,0.0023,0.0092,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52444202",13,14,0.0023,0.03221,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444203",8,8,0.0023,0.01842,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444204",4,4,0.0023,0.0092,"EUR","10/01/19 10/08/19"
"MEXICO CELLULAR TELCEL","52444205",8,8,0.0023,0.01841,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444207",6,6,0.0023,0.01381,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444208",13,13,0.0023,0.02991,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444209",6,6,0.0023,0.0138,"EUR","10/01/19 10/09/19"
"MEXICO CELLULAR TELCEL","52444213",6,6,0.0023,0.0138,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444214",4,4,0.0023,0.0092,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444216",4,4,0.0023,0.0092,"EUR","10/04/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444219",14,14,0.0023,0.0322,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444220",13,17,0.0023,0.03912,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444221",15,15,0.0023,0.03451,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444222",19,19,0.0023,0.04369,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444223",12,12,0.0023,0.02762,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444224",11,11,0.0023,0.02529,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52444225",11,11,0.0023,0.0253,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444234",10,10,0.0023,0.02301,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444235",7,11,0.0023,0.0253,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444236",8,8,0.0023,0.0184,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444238",8,8,0.0023,0.01841,"EUR","10/01/19 10/05/19"
"MEXICO CELLULAR TELCEL","52444239",10,10,0.0023,0.02303,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444241",3,3,0.0023,0.0069,"EUR","10/03/19 10/08/19"
"MEXICO CELLULAR TELCEL","52444242",9,9,0.0023,0.02069,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52444281",5,5,0.0023,0.0115,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444283",4,4,0.0023,0.0092,"EUR","10/05/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444284",6,6,0.0023,0.01381,"EUR","10/05/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444285",8,8,0.0023,0.0184,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444286",8,8,0.0023,0.01841,"EUR","10/05/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444287",6,6,0.0023,0.01381,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444288",12,12,0.0023,0.02761,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444289",2,2,0.0023,0.0046,"EUR","10/02/19 10/06/19"
"MEXICO CELLULAR TELCEL","52444290",10,10,0.0023,0.02301,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444291",12,12,0.0023,0.0276,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444292",3,3,0.0023,0.00689,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444293",5,5,0.0023,0.01151,"EUR","10/02/19 10/08/19"
"MEXICO CELLULAR TELCEL","52444299",8,8,0.0023,0.01841,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","5244430",92,96,0.0023,0.22098,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","5244431",99,99,0.0023,0.22789,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444320",5,5,0.0023,0.01151,"EUR","10/06/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444322",13,13,0.0023,0.0299,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444323",11,11,0.0023,0.02533,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","5244433",104,107,0.0023,0.24632,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","5244434",47,49,0.0023,0.11281,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444389",9,9,0.0023,0.02071,"EUR","10/04/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444390",17,17,0.0023,0.03912,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444391",12,12,0.0023,0.02762,"EUR","10/04/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444406",33,33,0.0023,0.07594,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","52444411",15,15,0.0023,0.03454,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444413",14,14,0.0023,0.03218,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444414",9,9,0.0023,0.02072,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR TELCEL","52444415",13,13,0.0023,0.02991,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444416",13,13,0.0023,0.02991,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444417",13,14,0.0023,0.03219,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444418",6,6,0.0023,0.0138,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444419",17,17,0.0023,0.03911,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","5244442",128,144,0.0023,0.33137,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","5244443",116,118,0.0023,0.27158,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444440",17,17,0.0023,0.03912,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444441",14,14,0.0023,0.03221,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444443",18,18,0.0023,0.04143,"EUR","10/01/19 10/09/19"
"MEXICO CELLULAR TELCEL","52444444",5,5,0.0023,0.0115,"EUR","10/03/19 10/06/19"
"MEXICO CELLULAR TELCEL","52444445",11,11,0.0023,0.02533,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444446",9,9,0.0023,0.02071,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","52444447",4,4,0.0023,0.00919,"EUR","10/03/19 10/07/19"
"MEXICO CELLULAR TELCEL","52444448",6,6,0.0023,0.01381,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444449",7,7,0.0023,0.01611,"EUR","10/01/19 10/06/19"
"MEXICO CELLULAR TELCEL","52444450",9,9,0.0023,0.02071,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444451",4,4,0.0023,0.0092,"EUR","10/04/19 10/12/19"
"MEXICO CELLULAR TELCEL","52444452",7,7,0.0023,0.0161,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444453",15,15,0.0023,0.0345,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444457",15,15,0.0023,0.03453,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444481",15,15,0.0023,0.0345,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","52444496",8,8,0.0023,0.01842,"EUR","10/05/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444497",21,21,0.0023,0.04836,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444498",8,8,0.0023,0.01841,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444501",22,22,0.0023,0.05066,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52444502",17,17,0.0023,0.03911,"EUR","10/01/19 10/14/19"
